Country,State,Year,Type Of Areas,Gender,"Persons Working In Agriculture, Forestry And Fishing Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Mining And Quarrying Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Manufacturing Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Electricity, Gas, Steam And Air Conditioning Supply Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Water Supply, Sewerage, Waste Management And Remediation Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Construction Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Wholesale, Retail Trade, Repair Of Motor Vehicles And Motorcycles Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Transportation And Storage Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Accommodation And Food Service Activities Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Information And Communication Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Financial And Insurance Activities Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Real Estate Activities Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Professional, Scientific And Technical Activities Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Administrative And Support Service Activities Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Public Administration And Defence, Compulsory Social Security Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Education Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Human Health And Social Work Activities Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Arts, Entertainment And Recreation Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Other Service Activities Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Activities Of Households As Employers For Own Use Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Activities Of Extraterritorial Organizations And Bodies Industry (UOM:%(Percentage)), Scaling Factor:1"
India,Ladakh,"PLFS Year (Jul - Jun), 2017",Rural + Urban,Female,76.65,0,6.26,0.06,0.05,0.32,0.58,0.07,0.43,0.17,0.52,0.01,0.13,0.3,2.69,7.59,3.06,0.04,0.93,0.16,0
India,Ladakh,"PLFS Year (Jul - Jun), 2017",Rural + Urban,Persons,40.74,0.15,7.41,0.44,1.28,16.54,9.51,5.41,1.05,0.38,0.73,0.07,0.67,0.71,6.26,5.33,1.77,0.26,1.08,0.21,0
India,Lakshadweep,"PLFS Year (Jul - Jun), 2017",Rural,Male,27.34,0,1.82,1.96,0,10.33,9.19,8.94,16.08,0,0,0,9,0,10.13,2.43,0.49,0,2.29,0,0
India,Lakshadweep,"PLFS Year (Jul - Jun), 2017",Rural,Female,0,0,8.61,0,0,0,0,0,0,0,0,0,0,0,17.49,73.89,0,0,0,0,0
India,Lakshadweep,"PLFS Year (Jul - Jun), 2017",Rural,Persons,24.12,0,2.62,1.73,0,9.12,8.11,7.89,14.19,0,0,0,7.94,0,10.99,10.84,0.43,0,2.02,0,0
India,Lakshadweep,"PLFS Year (Jul - Jun), 2017",Urban,Male,28.86,0,0.68,1.53,0,17.89,2.31,11.18,2.21,6.09,1.69,0,0.91,3.8,7.66,9.25,1.7,1.1,3.12,0,0
India,Lakshadweep,"PLFS Year (Jul - Jun), 2017",Urban,Female,14.88,0,0,0,0,5.01,4.67,0,0,0,0,0,0,0,9.32,26.97,33.59,5.57,0,0,0
India,Lakshadweep,"PLFS Year (Jul - Jun), 2017",Urban,Persons,26.58,0,0.57,1.28,0,15.79,2.69,9.36,1.85,5.1,1.42,0,0.76,3.18,7.93,12.14,6.9,1.82,2.62,0,0
India,Lakshadweep,"PLFS Year (Jul - Jun), 2017",Rural + Urban,Male,28.28,0,1.12,1.69,0,15.01,4.93,10.33,7.5,3.77,1.05,0,3.99,2.35,8.6,6.65,1.24,0.68,2.81,0,0
India,Lakshadweep,"PLFS Year (Jul - Jun), 2017",Rural + Urban,Female,10.46,0,2.56,0,0,3.52,3.28,0,0,0,0,0,0,0,11.75,40.89,23.62,3.91,0,0,0
India,Lakshadweep,"PLFS Year (Jul - Jun), 2017",Rural + Urban,Persons,25.67,0,1.33,1.45,0,13.33,4.69,8.82,6.4,3.22,0.9,0,3.41,2.01,9.06,11.66,4.52,1.15,2.4,0,0
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2017",Rural,Male,70.24,0.53,2.98,0.28,0.08,13.33,4.23,2.16,0.24,0.08,0.6,0.02,0.05,0.33,1.11,2.02,0.35,0.02,1.03,0.32,0
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2017",Rural,Female,84.12,0.07,3.15,0,0,6.27,1.82,0,0.33,0,0,0,0,0.02,0.02,3.69,0.34,0,0.08,0.1,0
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2017",Rural,Persons,74.3,0.39,3.03,0.2,0.06,11.26,3.52,1.53,0.27,0.06,0.42,0.02,0.03,0.24,0.79,2.5,0.35,0.01,0.76,0.26,0
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2017",Urban,Male,9,1.14,14.59,1.2,0.62,13.7,22.64,7.88,3.72,1.34,2.85,0.4,2.56,2.69,4.26,4.64,2.23,0.49,3.37,0.65,0
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2017",Urban,Female,10.66,0.29,28.91,0.35,0.96,6.27,9.54,0.28,1.31,0.97,1.33,0,0.26,1.67,3.51,17.83,4.08,0,3.37,8.41,0
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2017",Urban,Persons,9.35,0.96,17.58,1.02,0.69,12.15,19.9,6.29,3.22,1.26,2.53,0.32,2.08,2.48,4.1,7.39,2.62,0.39,3.37,2.27,0
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2017",Rural + Urban,Male,56.14,0.67,5.65,0.49,0.2,13.41,8.47,3.48,1.04,0.37,1.12,0.11,0.63,0.88,1.84,2.62,0.79,0.13,1.57,0.4,0
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2017",Rural + Urban,Female,72.32,0.11,7.29,0.06,0.15,6.27,3.06,0.05,0.49,0.15,0.21,0,0.04,0.28,0.58,5.96,0.94,0,0.61,1.44,0
India,Madhya Pradesh,"PLFS Year (Jul - Jun), 2017",Rural + Urban,Persons,60.59,0.51,6.1,0.37,0.19,11.45,6.98,2.53,0.89,0.31,0.87,0.08,0.47,0.71,1.49,3.54,0.83,0.09,1.31,0.68,0
India,Maharashtra,"PLFS Year (Jul - Jun), 2017",Rural,Male,67.62,0.05,6.61,0.28,0.02,6.39,5.72,4.36,1.05,0.13,0.47,0.01,0.37,0.68,1.44,2.12,0.27,0.2,1.62,0.53,0.05
India,Maharashtra,"PLFS Year (Jul - Jun), 2017",Rural,Female,88.46,0,2.93,0,0,0.7,1.9,0.34,0.15,0.09,0.11,0,0,0.03,0.48,3.26,0.57,0.03,0.19,0.77,0
India,Maharashtra,"PLFS Year (Jul - Jun), 2017",Rural,Persons,74.5,0.03,5.4,0.19,0.01,4.51,4.46,3.03,0.75,0.12,0.35,0.01,0.25,0.47,1.12,2.5,0.37,0.14,1.15,0.61,0.04
India,Maharashtra,"PLFS Year (Jul - Jun), 2017",Urban,Male,3.65,0.34,23.03,0.48,0.41,9.1,18.69,10.63,3.52,4.15,3.88,0.44,3.5,3.53,3.84,3.88,1.84,0.91,3.51,0.65,0.02
India,Maharashtra,"PLFS Year (Jul - Jun), 2017",Urban,Female,7.66,0.17,18.32,0.05,0.28,2.77,12.09,0.97,2.07,4.21,5.12,0.12,3.35,1.56,2.34,13.74,6.95,0.64,5.85,11.72,0
India,Maharashtra,"PLFS Year (Jul - Jun), 2017",Urban,Persons,4.5,0.3,22.03,0.39,0.38,7.75,17.29,8.58,3.22,4.17,4.14,0.37,3.47,3.11,3.52,5.98,2.92,0.85,4.01,3,0.02
India,Maharashtra,"PLFS Year (Jul - Jun), 2017",Rural + Urban,Male,40.72,0.17,13.51,0.36,0.19,7.53,11.17,7,2.09,1.82,1.9,0.19,1.69,1.88,2.45,2.86,0.93,0.5,2.42,0.58,0.04
India,Maharashtra,"PLFS Year (Jul - Jun), 2017",Rural + Urban,Female,65.5,0.05,7.3,0.01,0.08,1.29,4.79,0.52,0.69,1.26,1.54,0.03,0.95,0.47,1.01,6.24,2.39,0.2,1.8,3.88,0
India,Maharashtra,"PLFS Year (Jul - Jun), 2017",Rural + Urban,Persons,47.79,0.13,11.74,0.26,0.16,5.75,9.35,5.15,1.69,1.66,1.8,0.15,1.48,1.48,2.04,3.83,1.35,0.41,2.24,1.52,0.03
India,Manipur,"PLFS Year (Jul - Jun), 2017",Rural,Male,49.88,0.15,6.57,0,0.03,7.55,8.46,7.14,0.43,0.17,0.43,0.01,0.83,3.56,6.19,6.19,0.63,0.01,1.41,0.37,0
India,Manipur,"PLFS Year (Jul - Jun), 2017",Rural,Female,26.07,0.28,29.07,0,0,1.7,15.32,0.1,3.51,0.8,0,0,0.05,2.35,0.64,14.53,5.54,0,0.05,0,0
India,Manipur,"PLFS Year (Jul - Jun), 2017",Rural,Persons,44.98,0.18,11.2,0,0.03,6.34,9.87,5.69,1.07,0.3,0.34,0.01,0.67,3.31,5.05,7.91,1.64,0.01,1.13,0.29,0
India,Manipur,"PLFS Year (Jul - Jun), 2017",Urban,Male,18.86,0.13,8.34,0.13,0.32,12.13,15.72,6.1,0.56,1.01,1.21,0,1.74,10.07,9.43,6.73,2.84,0.45,3.43,0.8,0
India,Manipur,"PLFS Year (Jul - Jun), 2017",Urban,Female,6.25,0,29.53,0,0,0.61,18.18,0.36,2.14,0,0,0,1.01,9.64,2.44,16.6,9.29,0.27,2.1,1.58,0
India,Manipur,"PLFS Year (Jul - Jun), 2017",Urban,Persons,15.38,0.1,14.18,0.1,0.23,8.96,16.4,4.51,0.99,0.73,0.87,0,1.54,9.95,7.51,9.45,4.62,0.4,3.06,1.01,0
India,Manipur,"PLFS Year (Jul - Jun), 2017",Rural + Urban,Male,41.48,0.14,7.05,0.04,0.11,8.79,10.42,6.86,0.47,0.4,0.64,0.01,1.07,5.32,7.07,6.34,1.23,0.13,1.96,0.48,0
India,Manipur,"PLFS Year (Jul - Jun), 2017",Rural + Urban,Female,19.08,0.18,29.23,0,0,1.31,16.33,0.19,3.03,0.52,0,0,0.39,4.92,1.28,15.26,6.86,0.09,0.77,0.56,0
India,Manipur,"PLFS Year (Jul - Jun), 2017",Rural + Urban,Persons,36.41,0.15,12.06,0.03,0.09,7.1,11.76,5.35,1.05,0.43,0.49,0,0.92,5.23,5.76,8.36,2.5,0.12,1.69,0.5,0
India,Meghalaya,"PLFS Year (Jul - Jun), 2017",Rural,Male,58.85,1.11,2.34,0,0,13.7,6.3,5.91,1.28,0.07,0,0,0,0.28,2.27,6.27,0.14,0.56,0.73,0.18,0
India,Meghalaya,"PLFS Year (Jul - Jun), 2017",Rural,Female,73.15,0.4,0.56,0,0,5.04,4.85,0,2.37,0,0,0,0,0.81,0.45,3.95,4.71,0,0.97,2.73,0
India,Meghalaya,"PLFS Year (Jul - Jun), 2017",Rural,Persons,65.11,0.8,1.56,0,0,9.91,5.67,3.32,1.76,0.04,0,0,0,0.51,1.48,5.26,2.14,0.32,0.83,1.3,0
India,Meghalaya,"PLFS Year (Jul - Jun), 2017",Urban,Male,4.55,0,2.85,1.46,0,23.09,18.05,9.96,3.82,1.24,1.11,0.24,1.46,3.31,15.09,6.01,3.09,0.96,2.89,0.83,0
India,Meghalaya,"PLFS Year (Jul - Jun), 2017",Urban,Female,9.07,0.43,3.13,0,0,0.5,12.66,0,4.61,2.04,2.03,0,1.03,5.44,12.75,20.95,11.45,0,1.69,12.22,0
India,Meghalaya,"PLFS Year (Jul - Jun), 2017",Urban,Persons,6.01,0.14,2.94,0.99,0,15.79,16.31,6.74,4.08,1.5,1.41,0.16,1.32,4,14.33,10.83,5.79,0.65,2.5,4.51,0
India,Meghalaya,"PLFS Year (Jul - Jun), 2017",Rural + Urban,Male,49.37,0.91,2.43,0.25,0,15.34,8.35,6.62,1.73,0.27,0.19,0.04,0.25,0.81,4.51,6.23,0.65,0.63,1.11,0.3,0
India,Meghalaya,"PLFS Year (Jul - Jun), 2017",Rural + Urban,Female,65.79,0.4,0.86,0,0,4.52,5.75,0,2.63,0.23,0.23,0,0.12,1.34,1.86,5.9,5.48,0,1.05,3.82,0
India,Meghalaya,"PLFS Year (Jul - Jun), 2017",Rural + Urban,Persons,56.27,0.7,1.77,0.15,0,10.79,7.26,3.83,2.11,0.26,0.21,0.02,0.2,1.03,3.4,6.09,2.68,0.37,1.08,1.78,0
India,Mizoram,"PLFS Year (Jul - Jun), 2017",Rural,Male,68.28,0.27,2.23,0,0,8.52,5.47,1.78,0,0,0,0,0,1.08,2.77,6.38,0.78,0,0.82,1.63,0
India,Mizoram,"PLFS Year (Jul - Jun), 2017",Rural,Female,65.85,0,5.04,0,0,1.12,13.92,0,1.92,0,0,0,0,0,0.27,11.33,0.55,0,0,0,0
India,Mizoram,"PLFS Year (Jul - Jun), 2017",Rural,Persons,67.67,0.2,2.93,0,0,6.67,7.58,1.33,0.48,0,0,0,0,0.81,2.14,7.62,0.72,0,0.62,1.22,0
India,Mizoram,"PLFS Year (Jul - Jun), 2017",Urban,Male,13.26,2.93,6.72,0.5,0.57,13.48,11.15,10.28,0.65,0.84,0.17,0.09,1.2,7.53,18.14,8.74,1.16,0,1.37,1.23,0
India,Mizoram,"PLFS Year (Jul - Jun), 2017",Urban,Female,13.45,0.22,3.95,0.49,0.2,0.36,29.37,0,2.17,0.17,0.3,0,0.44,11.32,11.76,15.87,7.75,0,1.65,0.52,0
India,Mizoram,"PLFS Year (Jul - Jun), 2017",Urban,Persons,13.32,2.04,5.82,0.49,0.45,9.22,17.07,6.94,1.14,0.62,0.22,0.06,0.96,8.76,16.07,11.06,3.3,0,1.46,1,0
India,Mizoram,"PLFS Year (Jul - Jun), 2017",Rural + Urban,Male,45.7,1.36,4.07,0.2,0.23,10.55,7.8,5.27,0.27,0.34,0.07,0.04,0.49,3.73,9.08,7.35,0.94,0,1.04,1.47,0
India,Mizoram,"PLFS Year (Jul - Jun), 2017",Rural + Urban,Female,39.59,0.11,4.49,0.25,0.1,0.74,21.66,0,2.04,0.09,0.15,0,0.22,5.67,6.03,13.61,4.16,0,0.83,0.26,0
India,Mizoram,"PLFS Year (Jul - Jun), 2017",Rural + Urban,Persons,43.97,1.01,4.19,0.22,0.2,7.78,11.72,3.78,0.77,0.27,0.09,0.03,0.42,4.28,8.21,9.12,1.85,0,0.98,1.13,0
India,Nagaland,"PLFS Year (Jul - Jun), 2017",Rural,Male,49.68,0,6.37,0.39,2.8,0.05,6.6,4.83,0,0.09,0,0,1.47,7.47,3.16,7.76,1.47,0,7.87,0,0
India,Nagaland,"PLFS Year (Jul - Jun), 2017",Rural,Female,46.62,0,3.82,0,0,0,13.92,0,0,0,0,0,0,7.94,1.37,20.45,0.76,0,5.13,0,0
India,Nagaland,"PLFS Year (Jul - Jun), 2017",Rural,Persons,49.22,0,5.99,0.33,2.38,0.04,7.7,4.1,0,0.07,0,0,1.25,7.54,2.89,9.67,1.36,0,7.45,0,0
India,Nagaland,"PLFS Year (Jul - Jun), 2017",Urban,Male,6.23,0.27,4.81,0.23,0.95,1.04,18.22,10.63,2.19,1.22,0,0,1.61,27.27,10.36,6.09,1.43,0.62,6.52,0.32,0
India,Nagaland,"PLFS Year (Jul - Jun), 2017",Urban,Female,7.44,0,5.57,0,1.68,0,17.47,0,1.81,1.54,2.25,0,0,17.81,5.57,26.7,6.69,0,5.45,0,0
India,Nagaland,"PLFS Year (Jul - Jun), 2017",Urban,Persons,6.46,0.22,4.95,0.19,1.09,0.84,18.08,8.67,2.12,1.28,0.42,0,1.31,25.52,9.47,9.89,2.4,0.51,6.32,0.26,0
India,Nagaland,"PLFS Year (Jul - Jun), 2017",Rural + Urban,Male,37.42,0.08,5.93,0.35,2.28,0.32,9.88,6.46,0.62,0.41,0,0,1.51,13.05,5.19,7.29,1.46,0.18,7.49,0.09,0
India,Nagaland,"PLFS Year (Jul - Jun), 2017",Rural + Urban,Female,33.51,0,4.41,0,0.56,0,15.11,0,0.61,0.52,0.75,0,0,11.25,2.77,22.54,2.74,0,5.23,0,0
India,Nagaland,"PLFS Year (Jul - Jun), 2017",Rural + Urban,Persons,36.79,0.06,5.68,0.29,2.01,0.27,10.72,5.43,0.62,0.42,0.12,0,1.27,12.76,4.8,9.74,1.66,0.15,7.12,0.07,0
India,Odisha,"PLFS Year (Jul - Jun), 2017",Rural,Male,54.42,1.53,4.74,0.28,0.09,19.21,8.21,4.81,0.64,0.26,0.23,0.04,0.06,0.64,0.76,1.68,0.39,0.09,1.65,0.28,0
India,Odisha,"PLFS Year (Jul - Jun), 2017",Rural,Female,61.85,0.48,10.44,0,0,13.48,1.97,0,1.45,0,0,0,0,0.07,0.14,8.27,0.55,0,0.82,0.49,0
India,Odisha,"PLFS Year (Jul - Jun), 2017",Rural,Persons,56,1.31,5.95,0.22,0.07,17.99,6.88,3.79,0.81,0.2,0.18,0.03,0.05,0.52,0.63,3.08,0.42,0.07,1.47,0.33,0
India,Odisha,"PLFS Year (Jul - Jun), 2017",Urban,Male,5.72,0.43,15.74,1.19,1.48,13.12,21.33,10.02,3.4,1.62,2.54,0.76,3.15,2.91,4.89,4.91,1.61,0.51,4.47,0.21,0
India,Odisha,"PLFS Year (Jul - Jun), 2017",Urban,Female,5.93,0,18.07,0,0,13.14,5.43,0,3.36,0.93,2.77,0,4.89,3.53,2.65,16.97,7.57,0,7.75,7.02,0
India,Odisha,"PLFS Year (Jul - Jun), 2017",Urban,Persons,5.76,0.35,16.17,0.97,1.21,13.12,18.38,8.16,3.39,1.49,2.58,0.62,3.47,3.02,4.47,7.14,2.71,0.42,5.07,1.47,0
India,Odisha,"PLFS Year (Jul - Jun), 2017",Rural + Urban,Male,47.2,1.37,6.37,0.42,0.29,18.3,10.15,5.58,1.05,0.46,0.57,0.15,0.52,0.98,1.37,2.16,0.57,0.15,2.06,0.27,0
India,Odisha,"PLFS Year (Jul - Jun), 2017",Rural + Urban,Female,54.69,0.42,11.42,0,0,13.44,2.41,0,1.69,0.12,0.35,0,0.63,0.51,0.46,9.38,1.45,0,1.71,1.33,0
India,Odisha,"PLFS Year (Jul - Jun), 2017",Rural + Urban,Persons,48.76,1.17,7.42,0.33,0.23,17.29,8.54,4.42,1.18,0.39,0.53,0.12,0.54,0.88,1.18,3.67,0.75,0.12,1.99,0.49,0
India,Puducherry,"PLFS Year (Jul - Jun), 2017",Rural,Male,15.62,0,21.39,0,0.74,11.71,11.4,12.77,0.95,3.2,0,0,1.35,1.96,5.26,2.75,2.85,0,8.05,0,0
India,Puducherry,"PLFS Year (Jul - Jun), 2017",Rural,Female,46.86,0,19.3,0,0,0,0.81,0,0.58,0,0,0,0,0,0,19.69,0.93,0,11.84,0,0
India,Puducherry,"PLFS Year (Jul - Jun), 2017",Rural,Persons,18.83,0,21.17,0,0.67,10.51,10.32,11.46,0.91,2.87,0,0,1.22,1.76,4.72,4.49,2.66,0,8.43,0,0
India,Puducherry,"PLFS Year (Jul - Jun), 2017",Urban,Male,10.68,0,17.09,1.7,0.34,18.67,14.04,8.55,2.95,3.97,1.46,0.1,2.9,4.71,2.73,3.93,1.59,0.88,3.71,0,0
India,Puducherry,"PLFS Year (Jul - Jun), 2017",Urban,Female,0.62,0,11.29,2.05,0,3.79,21.5,0,1.52,5.9,0.77,0,0.4,1.2,1.44,25.38,15.16,0.92,4.6,3.46,0
India,Puducherry,"PLFS Year (Jul - Jun), 2017",Urban,Persons,8.48,0,15.83,1.78,0.27,15.42,15.67,6.68,2.64,4.39,1.31,0.08,2.36,3.94,2.44,8.62,4.56,0.89,3.9,0.76,0
India,Puducherry,"PLFS Year (Jul - Jun), 2017",Rural + Urban,Male,12.3,0,18.5,1.14,0.47,16.38,13.17,9.93,2.29,3.72,0.98,0.07,2.39,3.81,3.56,3.54,2,0.59,5.13,0,0
India,Puducherry,"PLFS Year (Jul - Jun), 2017",Rural + Urban,Female,8.32,0,12.63,1.71,0,3.16,18.06,0,1.36,4.91,0.64,0,0.34,1,1.2,24.44,12.79,0.77,5.8,2.88,0
India,Puducherry,"PLFS Year (Jul - Jun), 2017",Rural + Urban,Persons,11.57,0,17.42,1.25,0.39,13.95,14.07,8.11,2.12,3.94,0.92,0.06,2.02,3.29,3.12,7.39,3.99,0.62,5.26,0.53,0
India,Punjab,"PLFS Year (Jul - Jun), 2017",Rural,Male,40.7,0.21,10.61,0.36,0.07,18.9,11.4,4.88,0.58,0.25,1.28,0,0.38,1.39,2.9,2.73,0.72,0.35,2,0.31,0
India,Punjab,"PLFS Year (Jul - Jun), 2017",Rural,Female,40.57,0,17.38,0,0,5.71,3.5,0.34,0.35,0.38,0.69,0.32,0,0,0.68,18.43,2.12,0,4.57,4.96,0
India,Punjab,"PLFS Year (Jul - Jun), 2017",Rural,Persons,40.68,0.18,11.61,0.3,0.06,16.97,10.24,4.21,0.54,0.27,1.19,0.05,0.33,1.18,2.57,5.03,0.92,0.3,2.37,0.99,0
India,Punjab,"PLFS Year (Jul - Jun), 2017",Urban,Male,3.9,0.03,31.53,0.73,0.49,9.23,25.04,6.2,3.44,1.48,2.15,0.44,1.57,1.04,3.11,3.02,1.12,1.65,3.53,0.3,0
India,Punjab,"PLFS Year (Jul - Jun), 2017",Urban,Female,5.44,0,20.68,1.2,1.06,0.88,10.05,0.44,1.41,1.76,2.78,0,0.61,0.36,3.12,28.17,5.29,0,4.31,12.43,0
India,Punjab,"PLFS Year (Jul - Jun), 2017",Urban,Persons,4.15,0.02,29.76,0.81,0.59,7.86,22.59,5.26,3.11,1.52,2.26,0.37,1.41,0.93,3.11,7.13,1.81,1.38,3.66,2.28,0
India,Punjab,"PLFS Year (Jul - Jun), 2017",Rural + Urban,Male,26.13,0.14,18.9,0.5,0.23,15.07,16.8,5.4,1.71,0.74,1.62,0.18,0.85,1.25,2.98,2.84,0.88,0.87,2.61,0.3,0
India,Punjab,"PLFS Year (Jul - Jun), 2017",Rural + Urban,Female,25.55,0,18.79,0.51,0.45,3.64,6.3,0.39,0.8,0.97,1.58,0.18,0.26,0.15,1.72,22.6,3.47,0,4.46,8.16,0
India,Punjab,"PLFS Year (Jul - Jun), 2017",Rural + Urban,Persons,26.04,0.12,18.88,0.51,0.27,13.32,15.19,4.63,1.57,0.77,1.62,0.18,0.76,1.08,2.79,5.87,1.28,0.73,2.89,1.51,0
India,Rajasthan,"PLFS Year (Jul - Jun), 2017",Rural,Male,51.68,2.68,6.28,0.63,0.35,17.6,6.19,4.19,1.13,0.19,0.52,0.07,0.11,0.97,1.75,3.01,0.13,0.29,2.12,0.1,0
India,Rajasthan,"PLFS Year (Jul - Jun), 2017",Rural,Female,82.74,0.29,4.15,0.04,0.02,7.18,1.33,0,0.07,0.15,0,0,0.11,0.52,0.72,1.68,0.77,0.22,0.01,0.01,0
India,Rajasthan,"PLFS Year (Jul - Jun), 2017",Rural,Persons,60.9,1.97,5.65,0.46,0.25,14.51,4.75,2.95,0.82,0.17,0.37,0.05,0.11,0.83,1.44,2.62,0.32,0.27,1.5,0.08,0
India,Rajasthan,"PLFS Year (Jul - Jun), 2017",Urban,Male,3.76,0.89,22.43,0.81,0.76,14.9,24.42,6.41,2.91,0.85,2.2,1.66,2.76,1.88,2.66,4.54,1.74,0.48,3.15,0.77,0
India,Rajasthan,"PLFS Year (Jul - Jun), 2017",Urban,Female,21.93,0.02,19.9,0,2.91,7.27,6.62,0,0.17,0,0.88,0,1.35,1.83,4.54,16.9,5.19,0,3.82,6.69,0
India,Rajasthan,"PLFS Year (Jul - Jun), 2017",Urban,Persons,6.51,0.76,22.05,0.69,1.09,13.75,21.73,5.44,2.5,0.72,2,1.41,2.54,1.88,2.95,6.41,2.26,0.41,3.25,1.67,0
India,Rajasthan,"PLFS Year (Jul - Jun), 2017",Rural + Urban,Male,40.14,2.25,10.17,0.68,0.45,16.95,10.58,4.73,1.56,0.35,0.93,0.45,0.75,1.19,1.97,3.38,0.52,0.34,2.37,0.27,0
India,Rajasthan,"PLFS Year (Jul - Jun), 2017",Rural + Urban,Female,75.55,0.26,6.01,0.03,0.36,7.19,1.96,0,0.08,0.13,0.1,0,0.26,0.68,1.17,3.48,1.29,0.2,0.46,0.8,0
India,Rajasthan,"PLFS Year (Jul - Jun), 2017",Rural + Urban,Persons,49.57,1.72,9.06,0.51,0.42,14.35,8.28,3.47,1.17,0.29,0.71,0.33,0.62,1.05,1.75,3.41,0.73,0.3,1.86,0.41,0
India,Sikkim,"PLFS Year (Jul - Jun), 2017",Rural,Male,53.14,0.24,4.99,1.31,1.1,7.97,5.64,6.18,1.3,0,0.41,0.43,1.04,0.64,7.98,4.96,0.93,0.26,1.49,0,0
India,Sikkim,"PLFS Year (Jul - Jun), 2017",Rural,Female,60.62,0.42,0.85,1.27,0,1.72,7.77,0,3.3,0,0.29,0.21,0.53,0.29,3.31,7.7,11.09,0.48,0.14,0,0
India,Sikkim,"PLFS Year (Jul - Jun), 2017",Rural,Persons,55.84,0.3,3.49,1.29,0.7,5.71,6.41,3.95,2.03,0,0.37,0.35,0.85,0.51,6.3,5.95,4.6,0.34,1,0,0
India,Sikkim,"PLFS Year (Jul - Jun), 2017",Urban,Male,0.56,0,16.16,0.6,0.11,13.09,22.98,9.38,12.09,1.23,2.27,0.39,0.25,2.13,7.66,6.25,0.98,1.29,2.59,0,0
India,Sikkim,"PLFS Year (Jul - Jun), 2017",Urban,Female,0,0,18.07,0,0,0,22.54,0.35,19.3,0,1.33,0,2.57,1.98,10.49,11.65,3.02,3.98,4.71,0,0
India,Sikkim,"PLFS Year (Jul - Jun), 2017",Urban,Persons,0.42,0,16.66,0.44,0.08,9.71,22.86,7.05,13.95,0.91,2.03,0.29,0.85,2.1,8.39,7.65,1.51,1.98,3.13,0,0
India,Sikkim,"PLFS Year (Jul - Jun), 2017",Rural + Urban,Male,37.95,0.17,8.22,1.1,0.81,9.45,10.65,7.1,4.42,0.35,0.95,0.42,0.81,1.07,7.89,5.34,0.94,0.56,1.8,0,0
India,Sikkim,"PLFS Year (Jul - Jun), 2017",Rural + Urban,Female,48.5,0.33,4.3,1.01,0,1.38,10.72,0.07,6.5,0,0.5,0.17,0.94,0.63,4.74,8.49,9.48,1.18,1.06,0,0
India,Sikkim,"PLFS Year (Jul - Jun), 2017",Rural + Urban,Persons,41.48,0.22,6.91,1.07,0.54,6.75,10.68,4.75,5.12,0.24,0.8,0.33,0.85,0.92,6.84,6.39,3.8,0.77,1.55,0,0
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2017",Rural,Male,37.95,0.35,15.03,0.67,0.61,16.93,8.55,8.14,2.56,0.79,0.95,0.18,0.43,0.95,1.67,1.79,0.19,0.43,1.72,0.11,0
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2017",Rural,Female,50.96,0.21,12.99,0,0.04,19.65,5.36,0.11,1.36,0.22,0.65,0.05,0.1,0.43,0.49,4.59,1.69,0.1,0.21,0.81,0
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2017",Rural,Persons,42.51,0.3,14.31,0.43,0.41,17.88,7.43,5.32,2.14,0.59,0.84,0.14,0.32,0.77,1.26,2.77,0.72,0.31,1.19,0.36,0
India,Tamil Nadu,"PLFS Year (Jul - Jun), 2017",Urban,Male,7.66,0.5,25.25,0.81,0.32,11.71,16.34,9.49,4.09,5.24,2.65,0.67,2.32,3.6,1.48,2.31,1.33,0.44,2.89,0.9,0
